,Date,Confirm Time,Block Size,Cost/TXN,Difficulty,TXN Vol,Hash Rate,Market Cap,Miners Rev,TXN/Block,Number of TXN,Unique Addresses,Total Bitcoin,TXN Fees,Trade Vol,TXN/Trade Ratio,Price,Price Binary
691,2014-08-25,8.35,0.273807127084,25.5191091837,23844670038.8,56406843.0,158833.546899,6643037913.75,1694749.56,371.0,66411.0,148320.0,13186125.0,14.33068278,2916764.29378,19.3388416149,501.6296,0
692,2014-08-24,6.966666666669999,0.196922604631,38.132435527,23844670038.8,30141801.0,194393.296205,6733102331.25,2098161.0,407.0,55023.0,183565.0,13182775.0,8.65681711,3707719.62742,8.12947148969,508.5735,1
693,2014-08-23,7.05,0.203796174116,32.9339899317,23844670038.8,36094826.0,186096.021367,6640470759.0,1982263.92,382.0,60189.0,135772.0,13178675.0,9.21595098,4840024.88406,7.45757037488,497.2185,0
694,2014-08-22,7.0,0.230780708123,30.6465801507,23844670038.8,75943076.0,190837.321274,6827814187.5,2091138.75,461.0,68234.0,156481.0,13174750.0,10.85000669,8286029.155289999,9.16519538373,513.9419,0
695,2014-08-21,6.666666666669999,0.246199006126,29.336949516399997,23844670038.8,59265349.0,199134.596112,6924903790.5,2214059.58,445.0,75470.0,176373.0,13170725.0,11.94405134,8433115.22164,7.027693478710001,516.1605,1
696,2014-08-20,7.15,0.24504588525499998,27.496273495900002,23844670038.8,51935426.0,187281.34634400002,6679378132.5,2009922.6,495.0,73098.0,163890.0,13166525.0,12.02058864,8069204.96225,6.43625068334,511.9259,1
697,2014-08-19,5.88333333333,0.19388350699700002,33.3493466564,19729645940.6,58857523.0,202037.799997,6416755312.5,2516475.0,335.0,75458.0,172107.0,13162575.0,12.87741605,8989449.07859,6.547400463150001,486.736,1
698,2014-08-18,5.983333333330001,0.20937787192200003,30.200252280100003,19729645940.6,74095305.0,171634.053396,6160174810.75,2053013.15,383.0,67980.0,146537.0,13157425.0,10.68090312,12555610.8492,5.901369974630001,460.6719,0
699,2014-08-17,7.083333333330001,0.209174005913,34.511784757,19729645940.6,40549429.0,161826.393202,6469722234.0,2047204.56,423.0,59319.0,180542.0,13153050.0,37.29813075,6020978.092209999,6.734691279419999,492.9513,0
700,2014-08-16,6.93333333333,0.302976485581,28.9770371255,19729645940.6,55298333.0,167710.989318,6692802825.0,2183101.0,449.0,75339.0,161700.0,13148925.0,14.69897958,6187407.025830001,8.93723857905,519.8314,1
701,2014-08-15,6.75,0.234533538116,29.1971591724,19729645940.6,68492066.0,159864.86116300002,6548138844.0,2034983.6,462.0,69698.0,155144.0,13144650.0,10.97370877,8298506.79055,8.25354096898,496.6164,0
702,2014-08-14,6.983333333330001,0.26921119689899997,27.3830862266,19729645940.6,71874482.0,166730.223299,6854912354.5,2223314.92,366.0,81193.0,168931.0,13140575.0,12.6295534,12855082.6947,5.591133377519999,508.5536,0
703,2014-08-13,7.61666666667,0.276210936771,28.874447481,19729645940.6,68343254.0,153980.26504600001,7226817835.5,2165901.18,388.0,75011.0,173743.0,13136325.0,12.599707,13355520.1831,5.117228921000001,544.5681,0
704,2014-08-12,6.4,0.237252567354,32.7736160012,19729645940.6,61125967.0,177518.64951199997,7479427096.0,2584002.98,359.0,78844.0,172608.0,13132400.0,12.42984721,4574834.839240001,13.361349374400001,568.2099,0
705,2014-08-11,6.38333333333,0.225654009934,37.6251306566,19729645940.6,43160222.0,178499.415531,7600645788.75,2640682.17,440.0,70184.0,161536.0,13127875.0,11.68497448,2371659.3495099996,18.1983226864,573.3066,0
706,2014-08-10,6.68333333333,0.19045511703899998,45.156638511800004,19729645940.6,32717703.0,175557.117473,7729507191.75,2641031.16,427.0,58486.0,176751.0,13123325.0,9.6259823,1745276.3099900002,18.7464316792,589.45,1
707,2014-08-09,7.333333333330001,0.198908734184,40.5183567344,19729645940.6,54274894.0,169672.521357,7721886298.5,2551035.74,477.0,62960.0,130400.0,13118850.0,9.89679335,1171969.1403700002,46.310855670500004,588.095,0
708,2014-08-08,6.56666666667,0.23798192658000003,34.4074473779,19729645940.6,45429230.0,157903.329124,7728389582.5,2378414.8,477.0,69125.0,151292.0,13114525.0,11.08588192,2961285.4482,15.341050658099999,590.5324,1
709,2014-08-07,7.166666666669999,0.248574013923,32.6779483119,18736441558.3,59148318.0,146228.789197,7699010020.0,2311376.64,435.0,70732.0,153189.0,13110500.0,11.21723833,3166937.8448900003,18.6768169514,587.3971,1
710,2014-08-06,7.65,0.28992382997,28.3126008627,18736441558.3,67956842.0,142503.21495,7622784020.0,2231599.2,385.0,78820.0,175244.0,13106575.0,12.93168516,4620012.306340001,14.7092340371,583.0355,0
711,2014-08-05,9.23333333333,0.30737590067299997,26.350037297100002,18736441558.3,79081409.0,122943.950153,7602346577.5,1921655.52,326.0,72928.0,166966.0,13102750.0,12.15106865,4052712.0099199996,19.513207260599998,583.1125,0
712,2014-08-04,7.783333333330001,0.252263160988,31.886171731300003,18736441558.3,62145559.0,125738.13083800001,7780287333.0,2010486.9,363.0,63052.0,122118.0,13099450.0,10.10701582,2323087.9591099997,26.7512725597,586.7639,1
713,2014-08-03,7.85,0.191536407722,42.738731113200004,18736441558.3,29006666.0,141571.821388,7723934074.25,2245920.32,429.0,52550.0,155660.0,13096075.0,8.36702521,1719802.61778,16.8662760635,585.5078,0
714,2014-08-02,6.06666666667,0.189559293217,41.8246069329,18736441558.3,43323442.0,157405.511938,7745258967.25,2504792.06,450.0,59888.0,133227.0,13092275.0,9.36154144,2711525.26632,15.9775174434,587.2878,0
715,2014-08-01,7.6,0.24650897855099999,33.3189945585,18736441558.3,100025886.0,142503.21495,7878220817.0,2308439.9,515.0,69283.0,146378.0,13088050.0,10.87967636,7216949.14115,13.859857336400001,595.0845,1
716,2014-07-31,8.05,0.248131015084,33.4098137948,18736441558.3,49313391.0,143434.60851199998,7667355850.0,2262546.0,552.0,67721.0,152214.0,13084225.0,11.02486059,6917701.92177,7.12857996137,581.3501,1
717,2014-07-30,6.85,0.209355392456,39.0228391422,18736441558.3,43910086.0,162993.873309,7501333455.0,2514709.8,467.0,64442.0,151806.0,13080375.0,10.85994311,4145810.9785800003,10.591434709400001,564.37,0
718,2014-07-29,7.43333333333,0.23803821026099997,33.5703742059,18736441558.3,44498551.0,138777.64070299998,7603694000.0,2171902.5,345.0,64697.0,147327.0,13076000.0,10.6532582,2815216.59368,15.8064395248,582.2034,0
719,2014-07-28,8.416666666669999,0.255737087306,33.5949134501,18736441558.3,45007749.0,126669.5244,7672902534.0,2000946.64,354.0,59561.0,135674.0,13072275.0,9.70412523,5624067.34767,8.002704514489999,584.6931,0
720,2014-07-27,7.516666666669999,0.190375245136,45.0399176326,18736441558.3,31352812.0,149954.36344400002,7743439126.25,2389592.83,452.0,53055.0,163986.0,13068875.0,8.77568128,2257131.11307,13.8905586512,590.9454,0
721,2014-07-26,7.68333333333,0.22385371071999996,36.346525518,18736441558.3,29888490.0,130395.098647,7785082818.0,2090942.92,439.0,57528.0,130299.0,13064850.0,9.50827747,2386789.8420599997,12.5224641305,593.8526,0
722,2014-07-25,7.18333333333,0.23524954364599998,37.557482379,17336316978.5,47449138.0,135301.499648,7870638896.5,2371191.65,368.0,63135.0,151416.0,13061350.0,10.19839577,3341942.5641099997,14.198071081300002,599.928,0
723,2014-07-24,7.5,0.23826728411200002,34.6433279333,17336316978.5,62927564.0,128407.155717,7849862761.5,2245407.3,434.0,64815.0,150217.0,13057425.0,10.633025,6237962.00411,10.0878402566,600.0065,0
724,2014-07-23,8.03333333333,0.254008959417,33.0500081276,17336316978.5,45920939.0,125821.776742,8119531937.0,2277178.61,437.0,68901.0,155345.0,13053700.0,11.23511096,1821393.43707,25.211981986599998,617.9274,0
725,2014-07-22,7.85,0.261688952679,33.278247187,17336316978.5,66301035.0,123236.39776800001,8104472551.5,2227013.58,329.0,66921.0,134257.0,13050050.0,11.857393400000001,2102604.17487,31.5328183219,618.8076,0
726,2014-07-21,7.733333333330001,0.22808441059700002,37.5525803832,17336316978.5,50291603.0,128407.155717,8077594531.5,2312487.9,410.0,61580.0,135230.0,13046475.0,10.02036474,2279965.49295,22.0580544796,620.0103,0
727,2014-07-20,6.333333333330001,0.19141799141399998,48.530130978,17336316978.5,26332169.0,146504.808536,8135676167.5,2656636.43,402.0,54742.0,176955.0,13042750.0,9.50599823,1011690.67083,26.0278855464,621.3725,0
728,2014-07-19,6.75,0.189716339111,46.4911130108,17336316978.5,46665514.0,148228.39451800002,8226250420.0,2719265.2,435.0,58490.0,132003.0,13038500.0,10.456761199999999,1920723.95666,24.2957942642,625.8011,0
729,2014-07-18,7.583333333330001,0.22673312373100002,40.2169247281,17336316978.5,50696974.0,137025.08563,8209721212.0,2510621.96,471.0,62427.0,141439.0,13034200.0,11.60568116,2412825.5353,21.0114545417,628.2156,1
730,2014-07-17,6.466666666669999,0.221543613233,39.098779101999995,17336316978.5,44694593.0,147366.601527,8156920850.0,2683662.0,467.0,68638.0,146474.0,13030225.0,12.74168175,4091992.9257900002,10.922451093900001,622.6234,1
731,2014-07-16,6.75,0.22431528496,37.8176510691,17336316978.5,66491033.0,142195.843579,8069315506.0,2562788.76,413.0,67767.0,151081.0,13025950.0,12.33196333,2671748.78221,24.886708299899997,615.2039,0
732,2014-07-15,8.4,0.274402881014,31.045923766799998,17336316978.5,41867255.0,118927.43281099999,8114810685.25,2156791.37,322.0,69471.0,151679.0,13021825.0,11.87785856,2130092.2230700003,19.6551371853,619.3558,1
733,2014-07-14,6.966666666669999,0.224322772848,37.819209379200004,17336316978.5,39773995.0,124959.98375099999,8107843950.0,2264500.8,340.0,59877.0,133673.0,13018375.0,11.35018792,2119002.35713,18.7701513509,618.3798,0
734,2014-07-13,7.416666666669999,0.20766546199799998,45.830301376099996,17336316978.5,38094337.0,132716.120673,8211005775.0,2434643.1,392.0,53123.0,165376.0,13014750.0,9.32359299,2537902.19703,15.010167601300001,627.5759,0
735,2014-07-12,6.283333333330001,0.184958845196,48.219953858400004,16818461371.2,33905603.0,137948.29117,8222628582.0,2612605.32,401.0,54181.0,145144.0,13010900.0,9.01518862,3241515.39792,10.4598002271,634.4775,1
736,2014-07-11,7.8,0.233491039276,39.5435438456,16818461371.2,45523061.0,125407.537427,8198300350.25,2370595.91,410.0,59949.0,145718.0,13006775.0,11.12342321,3164691.20355,14.3846770629,631.1804,1
737,2014-07-10,7.81666666667,0.23263400560800002,37.3050631372,16818461371.2,46194573.0,128751.738425,8059014834.5,2392970.58,503.0,64146.0,149129.0,13003025.0,11.22613459,3861342.39076,11.9633455303,615.1129,0
738,2014-07-09,7.4,0.263936012796,35.205487879,16818461371.2,55825336.0,132931.989673,8122404507.0,2490612.24,412.0,70745.0,160879.0,12999175.0,11.9361757,1504875.44234,37.0963168127,620.5496,1
739,2014-07-08,7.1,0.25284744780699997,36.1707175695,16818461371.2,57967072.0,135440.140422,8105106240.0,2533469.4,344.0,70042.0,192201.0,12995200.0,12.21686237,1898911.7156200001,30.5264700414,620.2193,1
740,2014-07-07,8.166666666669999,0.240252803555,36.1351031907,16818461371.2,38672026.0,116210.98468299999,8080235477.0,2167600.3,328.0,59986.0,136897.0,12991150.0,10.44603741,4154806.7924699998,9.307779629299999,617.9918,0
741,2014-07-06,7.85,0.21249410770100002,44.3950391635,16818461371.2,28240285.0,124571.487178,8240549910.75,2369185.66,399.0,53366.0,163209.0,12987675.0,9.24924683,2033092.69148,13.890308845,631.7065,1
742,2014-07-05,7.966666666669999,0.171037987659,49.6676541276,16818461371.2,30139697.0,127079.637926,8215983881.0,2409626.24,416.0,48515.0,107662.0,12983950.0,8.26076745,1483175.51813,20.3210590898,628.3313,1
743,2014-07-04,7.36666666667,0.205818897486,41.1675885688,16818461371.2,52563526.0,133768.039923,8248755523.5,2548314.9,444.0,61901.0,128352.0,12980150.0,10.58824881,5984390.056,8.78343923737,626.9575,0
744,2014-07-03,8.166666666669999,0.270055405179,33.9568441017,16818461371.2,56230454.0,111194.683186,8357159646.0,2148517.44,432.0,63272.0,142946.0,12976150.0,11.08189519,2873518.20482,19.5685046067,640.6879,0
745,2014-07-02,8.26666666667,0.277716444551,33.6830665643,16818461371.2,70378228.0,116210.98468299999,8484227550.0,2281152.0,431.0,67724.0,152310.0,12972825.0,13.73343865,4473747.88999,15.7313800074,647.34,1
746,2014-07-01,8.316666666669999,0.312446200329,31.8870985448,16818461371.2,89902459.0,115374.93443299999,8487791107.5,2265705.9,358.0,71054.0,163651.0,12969350.0,12.36328988,7233282.59393,12.4289986029,635.5905,0
747,2014-06-30,9.3,0.286130348206,31.3454498541,16818461371.2,53399280.0,104506.281189,8038858000.0,1943700.0,319.0,62009.0,136152.0,12965900.0,10.90944259,7341093.03142,7.27402307885,639.3623,1
748,2014-06-29,6.716666666669999,0.180069473968,49.7094409676,16818461371.2,28862991.0,145472.743416,7725813900.0,2597368.0,386.0,52251.0,159773.0,12962775.0,8.84416498,986521.497695,29.2573359135,598.6032,1
749,2014-06-28,5.583333333330001,0.170599284657,49.166231035600006,13462580114.5,38399762.0,125145.727144,7737216399.0,2796722.72,475.0,56883.0,123855.0,12958425.0,9.87835113,3682753.6602,10.4269156069,591.994,0
750,2014-06-27,6.0,0.18139592849,43.993629725299996,13462580114.5,40507566.0,125145.727144,7629370137.5,2759324.45,487.0,62721.0,143429.0,12953750.0,10.29537954,4008598.5635900004,10.1051689614,600.8645,1
751,2014-06-26,6.216666666669999,0.20450818469,39.1111075472,13462580114.5,64083057.0,114438.071346,7368023675.0,2438734.0,514.0,62354.0,141973.0,12949075.0,11.37751104,3089629.1110900003,20.741342853800003,579.3842,1
752,2014-06-25,5.75,0.195875060174,41.448980552100004,13462580114.5,59876020.0,124476.49865699999,7339701600.0,2642787.0,496.0,63760.0,150209.0,12944800.0,11.555669400000001,5713137.18193,10.4804099784,562.1263,0
753,2014-06-24,6.016666666669999,0.182659438162,44.851680511400005,13462580114.5,130567463.0,132507.240506,7576975431.0,2904863.94,300.0,64766.0,149893.0,12940150.0,11.64240605,2312887.33764,56.4521501277,575.0667,0
754,2014-06-23,8.25,0.200406249565,41.338590947600004,13462580114.5,48571764.0,105738.10101,7651170800.0,2341748.5,304.0,56648.0,125908.0,12935200.0,9.92050289,2906661.94415,16.710496508,587.4598,0
755,2014-06-22,5.9,0.15985681603,57.138763806499995,13462580114.5,29773254.0,129161.098069,7708059500.0,2881450.72,335.0,50429.0,166479.0,12931250.0,9.42521379,2470475.72685,12.0516276783,598.8765,1
756,2014-06-21,5.88333333333,0.157709918956,53.978249696099994,13462580114.5,34112284.0,126484.18411900001,7639387910.75,2797746.66,364.0,51831.0,131691.0,12926425.0,9.11976494,2181393.92394,15.637837532999999,591.0298,1
757,2014-06-20,5.716666666669999,0.18737454285500002,45.9334359762,13462580114.5,41117791.0,123807.27017,7666832261.0,2750677.88,342.0,59884.0,142279.0,12921700.0,11.25311797,4531653.29796,9.073463554439998,588.5215,0
758,2014-06-19,8.11666666667,0.22784800876800002,36.7227188703,13462580114.5,48074149.0,101053.501598,7806046764.0,2288559.84,327.0,62320.0,127162.0,12917075.0,12.63691856,1828068.31575,26.2977858202,592.2648,0
759,2014-06-18,6.5,0.216993982652,38.4643718653,13462580114.5,51361498.0,113768.842859,7807381180.0,2576805.2,358.0,66992.0,153204.0,12913300.0,12.23255724,5370642.47576,9.563380632280001,604.8752,0
760,2014-06-17,6.38333333333,0.20643575004,39.6330704623,11756551916.9,42215599.0,104027.00309500001,7715093732.5,2666116.65,261.0,67270.0,157183.0,12909050.0,11.98842568,3078078.8333900003,13.7149182101,607.3427,1
761,2014-06-16,5.8,0.18329984448800002,46.309241434200004,11756551916.9,49711134.0,118637.537238,7678237000.0,3026170.0,274.0,65347.0,144825.0,12904600.0,11.12862904,8714228.15506,5.704594001649999,588.06,0
762,2014-06-15,6.266666666669999,0.163619036316,48.5538453386,11756551916.9,31780604.0,108702.37402100001,7230054767.25,2611322.91,323.0,53782.0,156871.0,12899525.0,9.33855066,3812291.51055,8.33635209671,591.9718,1
763,2014-06-14,6.966666666669999,0.185908951543,41.7202774715,11756551916.9,38957451.0,102858.160364,7194308660.0,2459869.28,412.0,58961.0,136421.0,12894875.0,9.95194649,8696987.115460001,4.47941918311,571.6902,0
764,2014-06-13,7.35,0.221003623236,37.6608747753,11756551916.9,176510642.0,98182.7894383,7502256450.0,2451384.0,394.0,65091.0,151052.0,12890475.0,12.22428882,20999116.4711,8.40562230733,597.4267,1
765,2014-06-12,7.716666666669999,0.228831112769,38.9438481399,11756551916.9,90337283.0,90585.3116841,7950831675.0,2398279.0,377.0,61583.0,140825.0,12886275.0,12.15329591,5290172.33935,17.0764348534,581.8033,0
766,2014-06-11,7.8,0.24059356401999998,38.0185908361,11756551916.9,94110214.0,85325.5193928,8244607176.0,2342363.4,321.0,61611.0,141736.0,12882400.0,10.95603824,4917376.85601,19.1382960104,627.9098,0
767,2014-06-10,6.75,0.217348982385,44.050747479399995,11756551916.9,112205327.0,103442.58172999999,8369770837.5,2883561.93,289.0,65460.0,150796.0,12878750.0,12.193239,4358768.8156,25.7424359981,649.8068,1
768,2014-06-09,8.933333333330001,0.243271771599,39.624958494699996,11756551916.9,34774064.0,79481.30573569999,8380284372.25,2219671.3,335.0,56017.0,128287.0,12874325.0,10.27619998,3773083.5432,9.216351548410001,645.341,0
769,2014-06-08,7.36666666667,0.18895683288600001,51.3349256233,11756551916.9,30015285.0,87663.20485560001,8391843100.0,2450216.0,387.0,47730.0,153084.0,12870925.0,8.70951916,1650470.75985,18.1858929976,653.6402,1
770,2014-06-07,7.25,0.19175487094500002,47.139698586899996,11756551916.9,40060613.0,89416.4689527,8418992602.5,2508586.2,397.0,53216.0,127246.0,12867175.0,9.12080675,5282829.0175,7.58317426725,652.7083,1
771,2014-06-06,7.416666666669999,0.25255422978799996,37.519669590999996,11756551916.9,66893782.0,86494.3621242,8435141762.5,2433488.25,421.0,64859.0,150478.0,12863350.0,11.31817452,3423735.08983,19.5382471126,645.5647,0
772,2014-06-05,7.766666666669999,0.25803135839,35.9212030887,10455720138.5,63721940.0,75364.71675210001,8470908648.0,2395764.64,369.0,66695.0,148891.0,12859650.0,12.24567,7171685.02365,8.885211759139999,656.0598,1
773,2014-06-04,6.43333333333,0.198336898303,44.510505305900004,10455720138.5,66164960.0,95115.4701079,8287765076.5,2957055.42,411.0,66435.0,154092.0,12856025.0,12.26613461,11331619.527999999,5.838967682969999,636.7837,0
774,2014-06-03,5.983333333330001,0.214835116204,45.430485903500006,10455720138.5,84081482.0,97714.25344410002,8660592155.0,3176090.7,318.0,69911.0,162366.0,12851450.0,13.71930957,15062190.4919,5.5822877836,665.73,1
775,2014-06-02,6.86666666667,0.194410031068,46.294196538,10455720138.5,55263584.0,93036.44343880001,8112594157.5,2832232.65,347.0,61179.0,140278.0,12846750.0,10.91517676,13128228.4851,4.20952329104,658.786,1
776,2014-06-01,6.63333333333,0.183154750803,57.1444673059,10455720138.5,65773632.0,93036.44343880001,8668278779.5,3027285.3,438.0,52976.0,164472.0,12842275.0,10.68373708,9828012.8575,6.6924649797899995,629.0242,1
777,2014-05-31,7.5,0.20126050397,42.8396847696,10455720138.5,55048506.0,79003.0134229,7965213010.0,2363294.05,459.0,55166.0,123216.0,12837800.0,9.93876923,8690735.14155,6.334159840750001,623.2567,1
778,2014-05-30,7.38333333333,0.22372152176399998,37.1869068499,10455720138.5,64969710.0,84720.3367627,7816291020.0,2489105.61,363.0,66935.0,137258.0,12834000.0,12.06522539,10417485.6296,6.2366018178400005,616.47,1
779,2014-05-29,7.833333333330001,0.280177393032,28.3181556196,10455720138.5,45401397.0,68088.1234105,7287397400.0,1867016.0,371.0,65930.0,143379.0,12829925.0,12.39205713,5341070.01597,8.500431014730001,565.5058,0
780,2014-05-28,6.93333333333,0.22945167519999998,35.2166646863,10455720138.5,81882997.0,91996.9301043,7366729894.5,2548876.54,341.0,72377.0,161438.0,12826650.0,13.24677566,5211005.77788,15.7134726705,574.4547,1
781,2014-05-27,8.26666666667,0.29047144660700003,28.095363812600002,10455720138.5,67580046.0,67048.610076,7460868060.75,1883513.19,295.0,67040.0,145771.0,12822225.0,12.33282353,11110797.8591,6.0823756068499994,569.6332,0
782,2014-05-26,7.38333333333,0.215225958965,37.598966486799995,10455720138.5,65480516.0,87838.8767663,7486296000.0,2473824.0,362.0,65795.0,136252.0,12819000.0,11.91589205,6905630.69135,9.482191944410001,581.8267,1
783,2014-05-25,8.46666666667,0.209780364637,40.3463877763,10455720138.5,63234339.0,78483.25675569999,7368495625.0,2175800.0,410.0,53928.0,159903.0,12814775.0,9.57210433,11020114.3446,5.73808371717,570.095,1
784,2014-05-24,7.35,0.186036927359,37.7780456093,10455720138.5,179216731.0,87319.120099,6681192720.0,2196642.24,503.0,58146.0,113362.0,12811000.0,12.10475911,4227327.36092,42.3948078991,525.6332,1
785,2014-05-23,6.93333333333,0.259377352799,28.0165181719,8853416309.13,64993979.0,69536.7024755,6755202796.0,2089836.14,408.0,74593.0,155129.0,12806800.0,12.99220611,9905039.89549,6.56170797695,519.0392,0
786,2014-05-22,7.45,0.230702828504,30.880495593200003,8853416309.13,55019591.0,73497.6538823,6706644944.0,2193318.08,519.0,71026.0,129318.0,12802850.0,12.71659841,8273162.5755199995,6.650369871560001,526.0577,1
787,2014-05-21,6.533333333330001,0.238531760955,31.0546233127,8853416309.13,52751556.0,78338.81671289999,6333680297.25,2208604.81,389.0,71120.0,145579.0,12798675.0,13.27575617,5867533.834869999,8.990413681669999,489.1625,1
788,2014-05-20,6.833333333330001,0.219858585123,31.2893931159,8853416309.13,59888248.0,78778.9224247,6205327067.25,2176239.87,357.0,69552.0,153007.0,12794225.0,12.69875738,11431636.3559,5.23881674847,485.8305,1
789,2014-05-19,6.533333333330001,0.209163633444,32.796725086100004,8853416309.13,31446950.0,77898.711001,5709600195.0,1979872.7,346.0,60368.0,127935.0,12789750.0,10.722462599999998,1830522.70062,17.1792185941,444.3128,0
790,2014-05-18,7.18333333333,0.201808619809,34.0511659857,8853416309.13,22335885.0,67776.279628,5716830220.5,1725066.12,472.0,50661.0,151855.0,12785325.0,8.92569908,1040708.5263299999,21.4621905441,444.809,0
791,2014-05-17,7.1,0.177015622457,37.0401914461,8853416309.13,19761483.0,80539.34527220001,5739904793.0,2058582.72,425.0,55577.0,115383.0,12781475.0,9.7917159,1210724.5628,16.322030023900002,446.3583,1
792,2014-05-16,6.266666666669999,0.20603608561099998,29.7659358716,8853416309.13,34513674.0,80099.23956039999,5743344319.0,2050664.62,399.0,68893.0,127748.0,12776900.0,12.02164864,1673318.64424,20.6258827568,445.0133,1
793,2014-05-15,7.5,0.238718998001,25.6826648892,8853416309.13,45902853.0,73057.5481704,5734657426.5,1868696.38,388.0,72761.0,151809.0,12772350.0,12.75536468,2812034.1688099997,16.3237181963,444.3162,1
794,2014-05-14,7.4,0.248764864604,24.0387454127,8853416309.13,48349758.0,66015.85678049999,5713641818.0,1683457.38,341.0,70031.0,131116.0,12768200.0,12.04391208,2580421.61955,18.7371541694,441.7498,1
795,2014-05-13,7.0,0.22163756875399998,26.4778674723,8853416309.13,36846458.0,74817.9710179,5602955327.5,1871243.85,328.0,70672.0,125036.0,12764450.0,13.05030601,2631621.40245,14.0014280906,437.413,0
796,2014-05-12,7.766666666669999,0.24007163685600003,24.8085393355,8853416309.13,30211908.0,69096.5967636,5633628300.0,1738185.5,303.0,70064.0,130988.0,12760200.0,12.74240695,2146397.56703,14.0756345546,438.4278,1
797,2014-05-11,7.85,0.17776557623599998,35.0165486006,8000872135.97,21302695.0,66022.4348511,5548979625.0,1809165.0,378.0,51666.0,143525.0,12756275.0,9.32474235,4017454.8715,5.30253493901,436.542,0
798,2014-05-10,6.63333333333,0.174277224783,33.556028096,8000872135.97,26092751.0,70397.4154738,5769316392.5,2006482.7,438.0,59795.0,119139.0,12752125.0,10.8683326,1987268.04243,13.12996055,452.7108,1
799,2014-05-09,7.6,0.221448628299,27.8117870385,8000872135.97,36304065.0,66022.4348511,5762215354.0,1882663.3,466.0,67693.0,140925.0,12747700.0,15.866150699999999,3479164.1275400002,10.4347088304,448.235,1
800,2014-05-08,8.13333333333,0.230565009973,25.259741494,8000872135.97,35665962.0,62045.179739600004,5626277325.0,1727589.5,415.0,68393.0,140822.0,12743550.0,13.58134445,3672052.53392,9.712813604880001,435.343,0
801,2014-05-07,7.983333333330001,0.230199240468,25.9273145519,8000872135.97,48178380.0,64829.2583176,5690164672.5,1825905.2,446.0,70424.0,137586.0,12739650.0,13.38035393,4859661.74835,9.91393691724,436.9605,1
802,2014-05-06,7.0,0.21485672714899998,26.1609863688,8000872135.97,31741831.0,73976.9450741,5480499989.75,2007489.45,311.0,76736.0,144937.0,12735575.0,15.21115475,3589800.1692699995,8.84222770427,426.992,0
803,2014-05-05,8.36666666667,0.264352813721,21.1577997257,8000872135.97,27006284.0,49715.6888939,5446671642.75,1342102.71,337.0,63433.0,113712.0,12730925.0,12.36926791,3702307.56465,7.294446398330001,429.7242,0
804,2014-05-04,7.63333333333,0.19189417362199998,32.4193457689,8000872135.97,22565490.0,60454.277695000004,5551993638.0,1661523.89,407.0,51251.0,138218.0,12727800.0,9.99820449,2183121.32116,10.3363426478,434.0643,0
805,2014-05-03,8.21666666667,0.199040916231,27.961567935599998,8000872135.97,30860338.0,57272.473605800005,5528578000.0,1568979.5,438.0,56112.0,103028.0,12724000.0,11.0080935,3330775.1949,9.26521196326,436.9381,0
806,2014-05-02,6.966666666669999,0.19070127150600003,31.569677819899997,8000872135.97,30820826.0,67613.3368957,5692506204.0,1906840.11,432.0,60401.0,128157.0,12720400.0,11.50948836,3482262.3796599996,8.850805131160001,446.6438,0
807,2014-05-01,7.65,0.204420691445,31.8102465933,8000872135.97,34726960.0,66817.8858734,5849556161.5,1937562.12,412.0,60910.0,134499.0,12716150.0,12.01720682,4875835.14374,7.12225879514,456.2673,1
808,2014-04-30,7.666666666669999,0.241506439366,25.7125119239,8000872135.97,44103451.0,58067.9246281,5707665550.0,1644238.0,507.0,63947.0,137816.0,12711950.0,12.53470401,6613111.09721,6.669092764839999,445.8655,1
809,2014-04-29,8.166666666669999,0.224378465097,27.626075038499998,6978842649.59,43152464.0,54813.3836706,5689505910.0,1773787.4,337.0,64207.0,145888.0,12708300.0,12.17060621,5867459.59143,7.35453964868,444.2533,1
810,2014-04-28,7.583333333330001,0.2047069044,29.5839137487,6978842649.59,46745164.0,57588.744869099995,5678844450.0,1860414.0,389.0,62886.0,133142.0,12704350.0,12.34031962,7435225.807189999,6.28698647503,437.0587,1
811,2014-04-27,8.2,0.178625620768,36.5585529449,6978842649.59,27137031.0,57935.6650189,5589358020.0,1842258.6,355.0,50392.0,147987.0,12700200.0,11.27509025,3004849.9903700002,9.031076937489999,429.6537,0
812,2014-04-26,7.06666666667,0.177580270874,35.4040214248,6978842649.59,36740067.0,61751.7866669,5889432077.0,2068904.8,362.0,58437.0,131955.0,12696025.0,10.52495082,5488431.2551,6.6940925138,456.1395,0
813,2014-04-25,8.0,0.258841194758,24.2054268433,6978842649.59,57255580.0,56894.9045695,5827336661.25,1888943.1,437.0,78038.0,157853.0,12691575.0,14.40370555,14864619.0544,3.8518027283599996,459.6104,0
814,2014-04-24,9.28333333333,0.247278388666,26.803712735900003,6978842649.59,37114163.0,50997.2620227,6237162710.0,1813512.4,406.0,67659.0,129810.0,12687475.0,14.18530262,2950180.15545,12.580304018900001,500.2568,1
815,2014-04-23,7.6,0.215334919521,29.6444717036,6978842649.59,57844227.0,60711.0262174,6180815740.0,2138759.7,378.0,72147.0,134126.0,12683800.0,14.28109385,3387938.33633,17.0735771411,486.9317,1
